"AIRPORT_CODE","CITY","STATE","METRO_AREA","FACILITY_NAME","LONGITUDE","LATITUDE","AIR_SERVICE","CBSA_CODE","CBSA_TYPE",
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","5 Ave & E 29 St",-73.986831,40.745168,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Rivington St & Chrystie St",-73.991925,40.721101,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 32 St & Park Ave",-73.981948,40.745712,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","LaGuardia Pl & W 3 St",-73.998102,40.729170,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Grand St & Havemeyer St",-73.956981,40.712868,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 20 St & 8 Ave",-74.000040,40.743453,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 53 St",-73.982681,40.763441,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 55 St",-73.981923,40.765265,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Dean St & 4 Ave",-73.978951,40.683125,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 25 St & 6 Ave",-73.991449,40.743954,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 41 St",-73.986580,40.755136,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","9 Ave & W 16 St",-74.004432,40.742065,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 22 St & 10 Ave",-74.004519,40.746920,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 20 St & 2 Ave",-73.982050,40.735877,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","S 4 St & Wythe Ave",-73.965903,40.712859,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 20 St & 11 Ave",-74.007756,40.746745,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","11 Ave & W 27 St",-74.005226,40.751396,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 58 St",-73.981693,40.766953,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 53 St & Madison Ave",-73.974023,40.759711,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","1 Ave & E 44 St",-73.969053,40.750020,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 51 St & 1 Ave",-73.965930,40.754557,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 22 St & 8 Ave",-73.999154,40.744751,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 49 St & 8 Ave",-73.987882,40.762272,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Henry St & Atlantic Ave",-73.996123,40.690893,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 52 St & 9 Ave",-73.987895,40.764618,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 37 St & 10 Ave",-73.997901,40.756604,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","8 Ave & W 52 St",-73.985162,40.763707,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 24 St & 7 Ave",-73.995299,40.744876,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 10 St & Avenue A",-73.981420,40.727408,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 24 St",-73.989151,40.742354,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 27 St & 7 Ave",-73.993915,40.746647,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 52 St & 2 Ave",-73.967416,40.756014,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 45 St & 3 Ave",-73.972826,40.752554,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 40 St & 5 Ave",-73.981632,40.752062,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 4 St & 2 Ave",-73.989780,40.726281,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","St Marks Pl & 1 Ave",-73.985649,40.727791,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Macon St & Nostrand Ave",-73.950048,40.680983,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Hancock St & Bedford Ave",-73.953990,40.682166,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 21 St & 6 Ave",-73.994156,40.741740,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","9 Ave & W 18 St",-74.003664,40.743174,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 13 St & Avenue A",-73.980572,40.729554,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 7 St & Avenue A",-73.983799,40.726218,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","York St & Jay St",-73.986569,40.701485,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Warren St & Church St",-74.009106,40.714740,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 3 St & 1 Ave",-73.987834,40.724677,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Bus Slip & State St",-74.013942,40.701907,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","West St & Chambers St",-74.013221,40.717548,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 54 St & 9 Ave",-73.986905,40.765849,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 59 St & 10 Ave",-73.988038,40.770513,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Clermont Ave & Park Ave",-73.971297,40.695734,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Clermont Ave & Lafayette Ave",-73.969689,40.687645,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Carlton Ave & Park Ave",-73.973556,40.695807,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Front St & Gold St",-73.982578,40.702240,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Barclay St & Church St",-74.010202,40.712912,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Cleveland Pl & Spring St",-73.997203,40.721816,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Cumberland St & Lafayette Ave",-73.972652,40.687534,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Pearl St & Hanover Square",-74.009260,40.704718,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Pearl St & Anchorage Pl",-73.987658,40.702819,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Forsyth St & Canal St",-73.994224,40.715816,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 6 St & Avenue D",-73.976687,40.722281,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Suffolk St & Stanton St",-73.985180,40.720664,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","DeKalb Ave & Skillman St",-73.956431,40.690650,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Market St & Cherry St",-73.994004,40.710762,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Henry St & Poplar St",-73.991454,40.700469,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Hicks St & Montague St",-73.995951,40.695128,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 2 St & Avenue C",-73.980858,40.720874,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Washington St & Gansevoort St",-74.008119,40.739323,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 2 St & 2 Ave",-73.990697,40.725029,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & E 22 St",-73.989551,40.740343,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Allen St & Rivington St",-73.989978,40.720196,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Pitt St & Stanton St",-73.981780,40.719261,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Lafayette Ave & St James Pl",-73.964763,40.688515,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Atlantic Ave & Furman St",-73.999979,40.691652,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Fulton St & Clermont Ave",-73.969223,40.684157,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Lefferts Pl & Franklin Ave",-73.955769,40.680342,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Greenwich St & Warren St",-74.011220,40.715422,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Bond St & Schermerhorn St",-73.984106,40.688070,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 9 St & Avenue C",-73.977688,40.725213,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 5 St & Avenue C",-73.979955,40.722992,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Jay St & Tech Pl",-73.987167,40.695065,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Clark St & Henry St",-73.993446,40.697601,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Duffield St & Willoughby St",-73.984284,40.692216,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & Berry St",-73.965251,40.710446,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 26 St & 10 Ave",-74.002950,40.749718,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Centre St & Chambers St",-74.004607,40.712733,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Centre St & Worth St",-74.002345,40.714948,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Hudson St & Reade St",-74.009106,40.716250,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 55 St & 2 Ave",-73.966033,40.757973,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Greenwich Ave & Charles St",-74.000271,40.735238,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","University Pl & E 14 St",-73.992005,40.734927,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 4 St & 7 Ave S",-74.002939,40.734011,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 31 St & 7 Ave",-73.991600,40.749156,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","6 Ave & Canal St",-74.005664,40.722438,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","John St & William St",-74.007222,40.708621,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Willoughby Ave & Walworth St",-73.953820,40.693317,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Franklin Ave & Myrtle Ave",-73.958089,40.694528,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Nassau St & Navy St",-73.980689,40.698399,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Washington Pl & 6 Ave",-74.000264,40.732241,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Carmine St & 6 Ave",-74.002150,40.730386,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 53 St & Lexington Ave",-73.970694,40.758281,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Clinton Ave & Myrtle Ave",-73.968896,40.693261,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Fulton St & Grand Ave",-73.961458,40.682232,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Lafayette Ave & Classon Ave",-73.960239,40.689004,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","West Thames St",-74.017134,40.708347,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 37 St",-73.987535,40.751726,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Allen St & Hester St",-73.991908,40.716059,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","William St & Pine St",-74.008873,40.707179,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Clinton St & Joralemon St",-73.993379,40.692395,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 47 St & Park Ave",-73.974987,40.755103,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Christopher St & Greenwich St",-74.007114,40.732916,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 11 St & Broadway",-73.991580,40.732618,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Bialystoker Pl & Delancey St",-73.982612,40.716226,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Bayard St & Baxter St",-73.999744,40.716021,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Emerson Pl & Myrtle Ave",-73.962236,40.693631,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","S Portland Ave & Hanson Pl",-73.974315,40.685396,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 56 St & 6 Ave",-73.977225,40.763406,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Front St & Maiden Ln",-74.006126,40.705310,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Clinton St & Grand St",-73.987030,40.715595,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 56 St & Madison Ave",-73.972924,40.761628,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Rivington St & Ridge St",-73.983299,40.718502,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W Broadway & Spring St",-74.001547,40.724910,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Bank St & Hudson St",-74.006180,40.736529,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 13 St & 6 Ave",-73.997044,40.736494,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Monroe St & Bedford Ave",-73.953809,40.685144,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Clinton Ave & Flushing Ave",-73.969868,40.697940,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Columbia St & Rivington St",-73.980166,40.717400,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Stanton St & Mangin St",-73.976289,40.717821,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Madison St & Clinton St",-73.987763,40.712690,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","MacDougal St & Prince St",-74.002971,40.727103,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Avenue D & E 12 St",-73.974225,40.725806,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Old Slip & Front St",-74.008387,40.703799,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Sullivan St & Washington Sq",-73.999061,40.730477,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Washington Pl & Broadway",-73.994046,40.729039,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 20 St & 7 Ave",-73.997262,40.742388,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Cherry St",-73.979481,40.712199,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Pike St & Monroe St",-73.991930,40.711731,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Reade St & Broadway",-74.005628,40.714505,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Greenwich St & N Moore St",-74.010206,40.720434,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Watts St & Greenwich St",-74.009660,40.724055,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Barrow St & Hudson St",-74.006744,40.731724,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Vesey Pl & River Terrace",-74.016584,40.715338,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 11 St & 1 Ave",-73.984267,40.729538,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 19 St & 3 Ave",-73.984738,40.736245,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","DeKalb Ave & Hudson Ave",-73.981013,40.689888,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Lawrence St & Willoughby St",-73.986317,40.692362,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Clinton St & Tillary St",-73.991218,40.696192,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Cadman Plaza E & Red Cross Pl",-73.989718,40.699918,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Leonard St & Church St",-74.005549,40.717571,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 6 St & Avenue B",-73.981854,40.724537,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Lexington Ave & Classon Ave",-73.959282,40.686768,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Fulton St & William St",-74.006536,40.709560,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","South St & Gouverneur Ln",-74.006702,40.703554,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Washington Ave & Park Ave",-73.967510,40.696102,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Norfolk St & Broome St",-73.988020,40.717227,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","State St & Smith St",-73.989128,40.689269,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Murray St & West St",-74.013012,40.714978,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","St James Pl & Oliver St",-73.998511,40.713079,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Canal St & Rutgers St",-73.989900,40.714274,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Park Ave & St Edwards St",-73.978034,40.696089,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 17 St & 8 Ave",-74.001497,40.741776,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Atlantic Ave & Fort Greene Pl",-73.976323,40.683826,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","St James Pl & Pearl St",-74.000165,40.711174,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Franklin St & W Broadway",-74.006667,40.719116,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 52 St & 11 Ave",-73.993929,40.767272,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Chambers Street-Church St",-74.007900,40.714900,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Chambers Street",-74.009700,40.715800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Brooklyn Bridge-City Hall",-74.005700,40.712500,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","City Hall",-74.006900,40.713800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Rector Street (Trinity Place)",-74.012900,40.708200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Rector Street (Greenwich Street)",-74.013500,40.708200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Courtlandt Street - World Trade Center Subway Station",-74.012200,40.712400,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","WTC (World Trade Center)",-74.011800,40.712800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Wall Street",-74.009400,40.706900,0,35620,1,
