"AIRPORT_CODE","CITY","STATE","METRO_AREA","FACILITY_NAME","LONGITUDE","LATITUDE","AIR_SERVICE","CBSA_CODE","CBSA_TYPE",
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.963887,40.776828,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.966852,40.772828,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.982885,40.777480,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.980930,40.779668,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.976205,40.775793,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.978984,40.777057,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.982665,40.774925,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.982614,40.771638,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","66th Street-Lincoln Center",-73.982500,40.773900,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","72nd Street-Central Park West",-73.976000,40.776200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","59th Street-Columbus Circle",-73.982100,40.767800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","72nd Street-Broadway",-73.982100,40.778700,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","59th and Lexington (between 60th and 59th)",-73.967988,40.762541,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.962262,40.758923,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.968653,40.758996,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.959223,40.759107,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.971092,40.763505,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","51st Street",-73.972100,40.757300,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","5th Ave & 53rd Street",-73.974200,40.759800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Lexington Ave-53rd Street",-73.971000,40.758300,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.961199,40.768736,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.953482,40.766638,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.959102,40.768175,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.964094,40.771182,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.957722,40.771129,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","77th Street (Lexington)",-73.960000,40.773800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","59th Street",-73.968400,40.762400,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","68th Street-Hunter Collge",-73.964300,40.768000,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","42nd St-Bryant Park",-73.984200,40.754800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","47-50 Sts-Rockefeller Center",-73.981300,40.758700,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","50th Street-Broadway",-73.984100,40.761500,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","7th Avenue",-73.982300,40.763000,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","5th Avenue & 59th Street",-73.972800,40.765000,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","57th Street-7th Ave",-73.980200,40.765600,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","57th Street-6th Ave",-73.977200,40.764300,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","50th Street-8th Avenue",-73.986200,40.762400,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","49th Street-7th Ave",-73.983800,40.760600,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Lexington Ave-63rd Street",-73.966400,40.764700,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.992350,40.755005,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.989570,40.753030,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","34th Street-Penn Station-8th Ave",-73.990700,40.751100,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Times Square-42nd Street",-73.987100,40.756200,0,35620,1,
"","New York City","NY","New York-Newark-Jersey City NY-NJ-PA","W 39th Street Ferry Terminal",-74.003530,40.760340,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.979921,40.752165,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.978059,40.757245,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Grand Central-42nd Street",-73.977500,40.752200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Grand Central Terminal",-73.977150,40.752760,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","1st Ave and 38-39th",-73.971409,40.746655,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.982153,40.743115,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","28th Street",-73.984300,40.743600,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","33rd Street",-73.982000,40.746700,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Hampton Jitney",-73.976000,40.749700,0,35620,1,
"","New York City","NY","New York-Newark-Jersey City NY-NJ-PA","E 34th Street Ferry Terminal",-73.972330,40.743790,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-74.011295,40.727714,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-74.008591,40.728846,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-74.005138,40.739973,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Houston Street",-74.005200,40.729100,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Christoper Street-Sheridan Square",-74.002900,40.733800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","14th Street-8th Avenue",-74.002600,40.739800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Christopher Street",-74.006900,40.733000,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","6th Ave and Grand/Watts",-74.004825,40.723541,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Canal Street",-74.000400,40.718900,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Grand Street",-73.993800,40.718200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Franklin Street",-74.006800,40.719600,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Canal Street",-74.006200,40.723100,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Canal Street-6th Avenue",-74.005300,40.721600,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Spring Street-6th Avenue",-74.004000,40.725500,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-73.996621,40.727063,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway-Lafayette Street",-73.995800,40.725200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Bleecker Street",-73.994600,40.726500,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Prince Street",-73.997700,40.724800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","West 4th Street-Washington Square",-74.001000,40.731700,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Spring Street",-73.997000,40.722800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","14th Street-6th Avenue",-73.996900,40.737200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","14th Street",-73.996800,40.737400,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","23rd Street-8th Avenue",-73.995700,40.744100,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","23rd Street-6th Avenue",-73.992900,40.742900,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","23rd Street",-73.995800,40.744300,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","18th Street",-73.998100,40.741300,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","14th Street-7th Ave",-73.999700,40.739100,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","9th Street",-73.998100,40.733800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","23rd Street-Broadway",-73.989500,40.741700,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","23rd Street-Park Ave So",-73.986600,40.740500,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","23rd Street",-73.992800,40.742900,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","1st Avenue",-73.982500,40.731200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Cliff St & Fulton St",-74.005300,40.708235,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 58 St & 3 Ave",-73.967244,40.760957,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & Battery Pl",-74.013617,40.704633,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Mercer St & Spring St",-73.999496,40.723627,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Avenue D & E 3 St",-73.977932,40.720828,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 2 St & Avenue B",-73.983688,40.722174,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Shevchenko Pl & E 7 St",-73.990214,40.728145,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","3 Ave & Schermerhorn St",-73.979677,40.686832,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 15 St & 3 Ave",-73.986923,40.734232,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Division St & Bowery",-73.997047,40.714131,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Pike St & E Broadway",-73.992939,40.714067,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Madison St & Montgomery St",-73.984844,40.713126,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Monroe St & Classon Ave",-73.958811,40.684568,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & E 14 St",-73.990741,40.734546,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Greenwich Ave & 8 Ave",-74.002638,40.739017,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Kent Ave & S 11 St",-73.968341,40.708273,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Grand Army Plaza & Central Park S",-73.973715,40.764397,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 10 St & 5 Ave",-73.995101,40.733320,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Peck Slip & Front St",-74.001670,40.707873,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Concord St & Bridge St",-73.984764,40.697666,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Duane St & Greenwich St",-74.010455,40.717488,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Washington Ave & Greene Ave",-73.965633,40.686501,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Lafayette Ave & Fort Greene Pl",-73.976682,40.686919,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Adelphi St & Myrtle Ave",-73.971789,40.693083,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Howard St & Centre St",-73.999733,40.719105,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 36 St",-73.987654,40.750977,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Avenue D & E 8 St",-73.975748,40.723684,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Stanton St & Chrystie St",-73.991475,40.722293,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Maiden Ln & Pearl St",-74.007319,40.707065,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Elizabeth St & Hester St",-73.996375,40.717290,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Washington Park",-73.973730,40.691782,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Johnson St & Gold St",-73.983625,40.694749,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broad St & Bridge St",-74.011678,40.703652,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","South St & Whitehall St",-74.012342,40.701221,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","DeKalb Ave & Vanderbilt Ave",-73.968855,40.689407,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Lispenard St & Broadway",-74.002472,40.719392,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 11 St & 6 Ave",-73.998004,40.735324,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 13 St & 5 Ave",-73.994539,40.735439,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","MacDougal St & Washington Sq",-73.998522,40.732264,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Mott St & Prince St",-73.994800,40.723180,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Lafayette St & Jersey St",-73.995653,40.724561,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Harrison St & Hudson St",-74.009001,40.718710,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Laight St & Hudson St",-74.007718,40.721854,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Perry St & Bleecker St",-74.004831,40.735354,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Myrtle Ave & St Edwards St",-73.977039,40.693270,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Willoughby Ave & Hall St",-73.965369,40.691960,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Fulton St & Rockwell Pl",-73.979382,40.688226,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","DeKalb Ave & S Portland Ave",-73.974931,40.689810,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Willoughby St & Fleet St",-73.981302,40.691966,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Bank St & Washington St",-74.008592,40.736197,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 11 St & 2 Ave",-73.986724,40.730473,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","St Marks Pl & 2 Ave",-73.987140,40.728419,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Cadman Plaza E & Tillary St",-73.990149,40.695977,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Great Jones St",-73.993790,40.727434,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 48 St & 3 Ave",-73.971879,40.754601,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 14 St & The High Line",-74.008030,40.741951,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Spruce St & Nassau St",-74.005524,40.711464,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 13 St & 7 Ave",-73.999947,40.737815,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Old Fulton St",-73.993836,40.702772,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-74.007935,40.714153,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","South End Ave & Liberty St",-74.015756,40.711512,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 55 St & Lexington Ave",-73.970313,40.759680,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","",-74.009447,40.711066,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 45 St & 8 Ave",-73.988596,40.759291,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Columbia Heights & Cranberry St",-73.995481,40.700379,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 43 St & 2 Ave",-73.971214,40.750223,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 27 St & 1 Ave",-73.976806,40.739445,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Grand St & Greene St",-74.002347,40.721654,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Catherine St & Monroe St",-73.996826,40.711174,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Little West St & 1 Pl",-74.016776,40.705692,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Central Park S & 6 Ave",-73.976341,40.765909,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Railroad Ave & Kay Ave",-73.971000,40.705311,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","6 Ave & Broome St",-74.004704,40.724399,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","1 Ave & E 18 St",-73.980544,40.733812,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Wythe Ave & Metropolitan Ave",-73.963198,40.716887,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 16 St & The High Line",-74.006818,40.743349,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Sands St & Navy St",-73.979927,40.699773,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Front St & Washington St",-73.989402,40.702550,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 30 St & Park Ave S",-73.983035,40.744449,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 23 St & 1 Ave",-73.978094,40.736502,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","Metropolitan Ave & Bedford Ave",-73.960241,40.715348,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Lexington Ave & E 24 St",-73.984092,40.740258,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","1 Ave & E 30 St",-73.975360,40.741443,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Water - Whitehall Plaza",-74.012723,40.702550,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 39 St",-73.987216,40.752996,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Liberty St & Broadway",-74.010434,40.709056,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","S 5 Pl & S 4 St",-73.960876,40.710451,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Forsyth St & Broome St",-73.992662,40.718939,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","11 Ave & W 59 St",-73.990541,40.771522,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 42 St & 8 Ave",-73.990985,40.757569,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","2 Ave & E 31 St",-73.977060,40.742909,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 33 St & 2 Ave",-73.976056,40.744023,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 33 St & 5 Ave",-73.984907,40.747659,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 34 St & 11 Ave",-74.002116,40.755941,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 43 St & 6 Ave",-73.983169,40.755273,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 38 St & 8 Ave",-73.991381,40.754665,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 25 St & 1 Ave",-73.977387,40.738177,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 51 St & Lexington Ave",-73.972078,40.757147,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","8 Ave & W 31 St",-73.994442,40.750967,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 52 St & 5 Ave",-73.976485,40.759922,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Pershing Square North",-73.977706,40.751873,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 39 St & 2 Ave",-73.973441,40.747803,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Pershing Square South",-73.977910,40.751581,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 47 St & 1 Ave",-73.967843,40.752068,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 43 St & 10 Ave",-73.994618,40.760094,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","12 Ave & W 40 St",-74.002776,40.760875,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 56 St & 10 Ave",-73.988639,40.768254,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 49 St",-73.984427,40.760647,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 14 St & Avenue B",-73.977724,40.729386,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 51 St & 6 Ave",-73.980420,40.760659,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","9 Ave & W 22 St",-74.001971,40.745497,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 46 St & 11 Ave",-73.996674,40.763413,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 25 St & 2 Ave",-73.979737,40.739126,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","6 Ave & W 33 St",-73.988484,40.749013,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","1 Ave & E 15 St",-73.981656,40.732219,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 20 St & Park Ave",-73.987520,40.738274,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Henry St & Grand St",-73.981346,40.714215,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 18 St & 6 Ave",-73.994564,40.739713,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","FDR Drive & E 35 St",-73.971212,40.744219,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 51 St",-73.983362,40.762288,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 60 St",-73.981918,40.769155,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 32 St",-73.988084,40.748549,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 17 St & Broadway",-73.990093,40.737050,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 16 St & 5 Ave",-73.992390,40.737262,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 47 St & 10 Ave",-73.993012,40.762699,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 26 St & 8 Ave",-73.997236,40.747348,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 45 St & 6 Ave",-73.982912,40.756800,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 33 St & 7 Ave",-73.990931,40.750200,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 39 St & 3 Ave",-73.976049,40.748901,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 24 St & Park Ave S",-73.986022,40.740964,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","8 Ave & W 33 St",-73.993934,40.751551,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 39 St & 9 Ave",-73.993722,40.756458,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 20 St & FDR Drive",-73.975739,40.733143,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","Broadway & W 29 St",-73.988557,40.746201,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 37 St & 5 Ave",-73.983390,40.750380,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 44 St & 5 Ave",-73.980144,40.755003,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 12 St & 3 Ave",-73.988900,40.732233,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 15 St & 7 Ave",-73.999318,40.739355,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 47 St & 2 Ave",-73.970325,40.753231,0,35620,1,
"","Brooklyn","NY","New York-Newark-Jersey City NY-NJ-PA","S 3 St & Bedford Ave",-73.962644,40.712605,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 53 St & 10 Ave",-73.990617,40.766697,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","9 Ave & W 45 St",-73.991255,40.760193,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","11 Ave & W 41 St",-73.998842,40.760300,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","W 41 St & 8 Ave",-73.990026,40.756405,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 31 St & 3 Ave",-73.979661,40.743943,0,35620,1,
"","New York","NY","New York-Newark-Jersey City NY-NJ-PA","E 16 St & Irving Pl",-73.987586,40.735243,0,35620,1,
